2007-08-15,509,511.69,496.71,497.55,5409500
2007-08-14,515.72,517.4,508,508.6,3633700
2007-08-13,519.54,519.75,513.03,515.5,3179300
2007-08-10,510.18,518.72,505.63,515.75,5875200
2007-08-09,520.8,526.82,514.63,514.73,4846500
2007-08-08,519.34,525.78,517.09,525.78,4068800
2007-08-07,509.75,519.88,509.04,516.02,4264300
2007-08-06,503,510.15,502.5,510,3651500
2007-08-03,510.05,513.2,503,503,3176200
2007-08-02,513.72,514.99,509,511.01,3154900
2007-08-01,510.5,516.51,508.14,512.94,4421500
2007-07-31,520.23,520.44,510,510,4270500
2007-07-30,512.92,519.34,510.5,516.11,3963300
2007-07-27,508.53,516.62,505.5,511.89,5509100
2007-07-26,508.74,512.59,498.88,508,6883400
2007-07-25,516.98,517.02,505.56,509.76,5545000
2007-07-24,509.3,518.69,507.11,514,5572100
2007-07-23,519.01,520,512.15,512.51,6356700
2007-07-20,511.9,523.18,509.5,520.12,17772300
2007-07-19,553.46,553.52,542.24,548.59,11127200
2007-07-18,553.89,554.5,543.81,549.5,6080000
2007-07-17,555.04,557.73,552.38,555,4328600
2007-07-16,550.3,558.58,549.31,552.99,6599500
2007-07-13,547.91,552.67,547.25,552.16,5237100
2007-07-12,545.86,547.32,540.22,545.33,3441600
2007-07-11,543.61,546.5,540.01,544.47,3309300
2007-07-10,543.79,547,541.65,543.34,3856000
2007-07-09,543,548.74,540.26,542.56,3729800
2007-07-06,541.25,543.87,538.73,539.4,2747000
2007-07-05,535.56,544.4,532.15,541.63,4942900
2007-07-03,531.06,534.4,527.5,534.34,1871800
2007-07-02,525.49,531.85,524.2,530.38,3487600
2007-06-29,526.02,527.4,519.46,522.7,3880600
2007-06-28,524.88,529.5,523.8,525.01,4168400
2007-06-27,525,527.99,519.56,526.29,6123100
2007-06-26,532.73,533.2,526.24,530.26,5689500
2007-06-25,528.98,534.99,523.38,527.42,7925000
2007-06-22,516.42,524.99,516.1,524.98,7203700
2007-06-21,510.98,515.29,506.28,514.11,4409700
2007-06-20,516.96,518.75,509.06,509.97,4338200
2007-06-19,514.01,517.25,511.54,514.31,4355300
2007-06-18,506.18,516,504.24,515.2,4835900
2007-06-15,508.19,509,501.23,505.89,6174100
2007-06-14,505.38,505.88,501.7,502.84,4621200
2007-06-13,507.09,508.54,498.69,505.24,7034000
2007-06-12,508.71,511.67,503.17,504.77,6419500
2007-06-11,514.02,518.25,510,511.34,4647700
2007-06-08,516.2,519.64,509.46,515.49,6358200
2007-06-07,519.75,526.5,512.51,515.06,10630500
2007-06-06,516.75,520.78,515.26,518.25,7886700
2007-06-05,509.75,519,506.61,518.84,10447100
2007-06-04,497.91,510.51,497.59,507.07,7101000
2007-06-01,501,505.02,497.93,500.4,4799000
2007-05-31,500.56,508.78,497.06,497.91,8924300
2007-05-30,484.5,498.84,483,498.6,7245800
2007-05-29,485,491.8,484,487.11,5218000
2007-05-25,479.7,484.95,477.27,483.52,5348500
2007-05-24,475.15,479.2,471.5,474.33,4173600
2007-05-23,480.82,483.41,473.75,473.97,5060200
2007-05-22,473,479.01,473,475.86,3839000
2007-05-21,469.53,479.2,466.72,470.6,6159300
2007-05-18,472.03,472.7,469.75,470.32,3695900
2007-05-17,472.46,475.22,470.81,470.96,4660600
2007-05-16,462,473.14,459.02,472.61,6554200
2007-05-15,461.96,462.54,457.41,458,4119000
2007-05-14,465.48,467.51,460,461.78,3872700
2007-05-11,461.83,467,461,466.74,2944100
2007-05-10,467.04,469.49,461.02,461.47,3686300
2007-05-09,466.15,471.73,463.88,469.25,3889900
2007-05-08,466.13,468.17,464.73,466.81,2905100
2007-05-07,472.14,472.82,466.47,467.27,3020100
2007-05-04,470.12,474.84,465.88,471.12,3950000
2007-05-03,466.22,474.07,465.29,473.23,3594200
2007-05-02,468.65,471.08,465.73,465.78,3062700
2007-05-01,472.19,472.81,464.17,469,3658200
2007-04-30,479.15,481.35,471.38,471.38,3641200
2007-04-27,480.07,482.4,478.33,479.01,2925700
2007-04-26,478.1,484.45,477.11,481.18,4124900
2007-04-25,480,481.37,476.11,477.99,3966800
2007-04-24,478.61,479.98,475.55,477.53,3694700
2007-04-23,480.1,485,478.26,479.08,5674600
2007-04-20,490.52,492.5,482.02,482.48,12161500
2007-04-19,474.5,481.95,469.59,471.65,11009600
2007-04-18,471.26,479.9,469.53,476.01,5670500
2007-04-17,473.8,476.39,471.6,472.8,3210100
2007-04-16,468.46,476.99,468.15,474.27,5077900
2007-04-13,468.45,468.77,463.36,466.29,2794800
2007-04-12,464,468,462.24,467.39,2707900
2007-04-11,466.06,469.4,462.61,464.53,3812000
2007-04-10,467.09,470.79,465.16,466.5,2979300
2007-04-09,472.98,473,465.59,468.21,3062100
2007-04-05,471.3,472.09,469.62,471.51,2715800
2007-04-04,472.14,473,469.58,471.02,3778800
2007-04-03,464.05,474.25,464,472.6,6501800
2007-04-02,457.76,458.53,452.12,458.53,3448500
2007-03-30,462.1,463.4,456.14,458.16,3380200
2007-03-29,464.55,466,455,460.92,3988500
2007-03-28,461.87,465.44,460.15,461.88,4591600
2007-03-27,463.55,465.23,460.34,463.62,3741200
2007-03-26,460.55,465,455.62,465,4710300
2007-03-23,461.45,463.39,457.08,461.83,4111300
2007-03-22,455.61,462.17,452.53,462.04,5680700
2007-03-21,445.3,456.57,445.21,456.55,5798300
2007-03-20,445.79,447.6,443.6,445.28,3421500
2007-03-19,443.25,448.5,440.63,447.23,5197700
2007-03-16,445.65,446.7,439.89,440.85,5659100
2007-03-15,447.86,449.82,443.94,446.19,3944200
2007-03-14,443.23,448.66,439,448,8016900
2007-03-13,450.11,451.93,442.83,443.03,6377300
2007-03-12,452.57,455.25,451.11,454.75,3465400
2007-03-09,458,458.4,450.1,452.96,4977700
2007-03-08,459.22,465.5,454.1,454.72,5362800
2007-03-07,462.69,463.14,454.29,455.64,6534100
2007-03-06,447.47,459,447.38,457.55,7533700
2007-03-05,437.02,445.5,437,440.95,6355100
2007-03-02,445.11,448.7,438.68,438.68,6583600
2007-03-01,442.67,452.42,440,448.23,8685200
2007-02-28,450.41,453.67,443.04,449.45,8032300
2007-02-27,455,459.8,447.17,448.77,9312800
2007-02-26,472.83,475.25,463.75,464.93,3969900
2007-02-23,475.75,476.95,467.8,470.62,3882600
2007-02-22,478.69,484.24,474.39,475.85,5743900
2007-02-21,469.84,478.68,467.74,475.86,5640600
2007-02-20,468.47,472.75,464.71,472.1,4067600
2007-02-16,462.8,470.15,462.06,469.94,6177000
2007-02-15,466,466.13,460.72,461.47,4042400
2007-02-14,460,469.13,459.22,465.93,5698800
2007-02-13,459.15,462.78,457.26,459.1,4062600
2007-02-12,460.68,462.39,455.02,458.29,5754500
2007-02-09,471.65,472.68,461.5,461.89,4858600
2007-02-08,468.05,473.75,465.15,471.03,4076700
2007-02-07,473.82,474.35,468.78,470.01,4119800
2007-02-06,468.1,473.3,467.26,471.48,5321900
2007-02-05,477.5,478,466.19,467.16,7206900
2007-02-02,482.61,485,477.81,481.5,6286500
2007-02-01,506,506.01,481.53,481.75,15658700
2007-01-31,496.49,505,495.51,501.5,12206100
2007-01-30,494,498,491.22,494.32,4180500
2007-01-29,498,498.75,490.5,492.47,4775700
2007-01-26,490.93,497.9,487.03,495.84,5496500
2007-01-25,501,504.5,485.66,488.09,6368500
2007-01-24,484.45,499.54,483.29,499.07,6059300
2007-01-23,480.79,484.75,477.29,479.05,4665500
2007-01-22,492.5,492.65,478.5,480.84,5404300
2007-01-19,487.98,490.76,486.74,489.75,4978300
2007-01-18,494.52,496.48,487.43,487.83,5932000
2007-01-17,503.39,507.77,494.38,497.28,6699100
2007-01-16,507.55,513,503.3,504.28,7568900
2007-01-12,501.99,505,500,505,4473700
2007-01-11,497.2,501.75,496.18,499.72,7208200
2007-01-10,484.43,493.55,482.04,489.46,5968500
2007-01-09,485.45,488.25,481.2,485.5,5381400
2007-01-08,487.69,489.87,482.2,483.58,4754400
2007-01-05,482.5,487.5,478.11,487.19,6872100
2007-01-04,469,483.95,468.35,483.26,7887600
2007-01-03,466,476.66,461.11,467.59,7706500
2006-12-29,462.1,464.47,459.86,460.48,2559200
2006-12-28,467.12,468.58,462.25,462.56,3116200
2006-12-27,460,468.08,459.1,468.03,4231500
2006-12-26,456.52,459.47,454.59,457.53,2074300
2006-12-22,457.5,458.64,452.73,455.58,3988300
2006-12-21,464.18,465.25,452.34,456.2,6953300
2006-12-20,470,471.5,462.33,462.9,4367800
2006-12-19,461.72,469.31,458.5,468.63,6587000
2006-12-18,482.51,482.74,460.72,462.8,8016600
2006-12-15,482.64,484.11,479.84,480.3,5190800
2006-12-14,480.25,483.75,477.26,482.12,4748900
2006-12-13,484.69,485.5,477.02,478.99,4662100
2006-12-12,483.85,486.36,480.28,481.78,4181000
2006-12-11,484.92,488.9,483.8,483.93,3263400
2006-12-08,481.94,488.6,480,484.11,3974900
2006-12-07,490.23,491.8,482.42,482.64,4664300
2006-12-06,486.96,492.4,484.52,488.71,4450300
2006-12-05,487.4,489.44,484.89,487,4103000
2006-12-04,483,487.43,479.35,484.85,4899900
2006-12-01,485.98,488.39,478.5,480.8,5631400
2006-11-30,484.19,490.4,481.55,484.81,5577500
2006-11-29,494.24,494.74,482.25,484.65,6315300
2006-11-28,481.13,489.86,477.03,489.5,7797600
2006-11-27,501.37,501.78,484.75,484.75,7324700
2006-11-24,504.5,507.5,504,505,1732700
2006-11-22,510.97,513,505.78,508.01,4500700
2006-11-21,496.54,510,495.83,509.65,8427500
2006-11-20,498.4,498.4,492.65,495.05,5124500
2006-11-17,493.25,499.66,493,498.79,5511000
2006-11-16,495,497.68,492.56,495.9,5092600
2006-11-15,493.43,499.85,491.93,491.93,8370700
2006-11-14,480.7,489.95,480.5,489.3,7223400
2006-11-13,474.9,481.17,474.14,481.03,4341900
2006-11-10,473.78,474.72,470.29,473.55,2796700
2006-11-09,476.5,479.49,471.86,472.63,4879200
2006-11-08,470.35,481.74,468.6,475,7965000
2006-11-07,476.95,479.02,471.77,472.57,4897100
2006-11-06,473.77,479.66,472.33,476.95,4991500
2006-11-03,472.23,473.75,465.06,471.8,4907700
2006-11-02,467.5,473.73,466.38,469.91,5236700
2006-11-01,478.76,479.13,465.26,467.5,5426300
2006-10-31,478.06,482.16,473.84,476.39,6285400
2006-10-30,474.82,480.46,470.01,476.57,6563100
2006-10-27,483.9,485.24,472.49,475.2,6604000
2006-10-26,487.68,491.96,484.2,485.1,7031700
2006-10-25,477.49,488.5,475.11,486.6,9187500
2006-10-24,476.28,477.86,471.41,473.31,8660200
2006-10-23,462.28,484.64,460.37,480.78,15104500
2006-10-20,458.99,460.1,453.59,459.67,11647900
2006-10-19,420.23,429.5,419.57,426.06,11503500
2006-10-18,422.99,424.75,417.5,419.31,6017300
2006-10-17,420.3,423.75,416.7,420.64,5211000
2006-10-16,427.7,429.2,421.34,421.75,4319400
2006-10-13,427.76,429.5,425.56,427.3,3622500
2006-10-12,428.56,429.68,424,427.44,4844000
2006-10-11,425.02,429.91,423.76,426.5,5635400
2006-10-10,431.56,437.85,422.39,426.65,9788600
2006-10-09,424.8,431.95,423.42,429,7583300
2006-10-06,410.22,421.91,409.75,420.5,7336500
2006-10-05,414.7,418.24,410.86,411.81,5789800
2006-10-04,404.97,415.77,403.05,415.7,6661800
2006-10-03,401.29,406.46,398.19,404.04,5464700
2006-10-02,401.9,406,400.8,401.44,3651900
2006-09-29,405.13,405.62,401.41,401.9,3310900
2006-09-28,404.08,406.98,400.54,403.58,5107400
2006-09-27,406.3,411.22,402.37,402.92,5876700
2006-09-26,405.5,407.68,401.77,406.87,5289400
2006-09-25,405.58,409.45,402.5,403.98,5737300
2006-09-22,404.98,407.45,401.36,403.78,4649600
2006-09-21,400.3,408.45,399.86,406.85,10692100
2006-09-20,407.1,407.39,394.62,397,9147800
2006-09-19,415.46,415.49,392.74,403.81,14292900
2006-09-18,410,418.69,409.47,414.69,7106700
2006-09-15,407.48,410.05,406.74,409.88,7838200
2006-09-14,404.3,406.28,401.93,403.98,5366100
2006-09-13,395.15,406.76,395.1,406.57,9768200
2006-09-12,385,392.73,384.88,391.9,5442200
2006-09-11,378.26,384.69,377.77,384.09,4529200
2006-09-08,376.72,380.79,376.72,377.85,3083400
2006-09-07,379.39,381.75,377.4,378.49,3842000
2006-09-06,382.1,383.19,379.66,380.14,3724100
2006-09-05,379.87,385.4,377.44,384.36,4074300
2006-09-01,380.99,381.28,377.19,378.6,2672900
2006-08-31,381.49,382.15,378.2,378.53,2959900
2006-08-30,379.21,384.65,378.51,380.75,4044400
2006-08-29,380.78,382.32,377.2,378.95,4460000
2006-08-28,375.61,380.95,375,380.95,4164000
2006-08-25,373.08,375.32,372.5,373.26,2466700
2006-08-24,374.44,376.4,372.26,373.73,3482500
2006-08-23,377.64,378.27,372.66,373.43,3642300
2006-08-22,377.73,379.26,374.84,378.29,4164100
2006-08-21,378.1,379,375.22,377.3,4023300
2006-08-18,386.31,387.09,380.75,383.36,4952200
2006-08-17,386.39,390,383.92,385.8,5080200
2006-08-16,383.48,388.45,382.12,387.72,5853200
2006-08-15,374.11,381.67,372.6,380.97,6698200
2006-08-14,371.5,375.13,368.67,369.43,4968300
2006-08-11,374.4,375.28,368,368.5,3766500
2006-08-10,373.88,377.67,372.46,374.2,4261900
2006-08-09,382.8,384.68,376.36,376.94,4311000
2006-08-08,382.82,384.5,379.09,381,5743200
2006-08-07,371.5,379.73,371.15,377.95,3946900
2006-08-04,379.56,380.68,371.75,373.85,5095200
2006-08-03,364.98,377.91,363.36,375.39,6327000
2006-08-02,375.6,377.17,365.2,367.23,7097800
2006-08-01,385.11,385.77,375.51,375.51,5463200
2006-07-31,388,389.17,383.31,386.6,4595300
2006-07-28,382,389.56,381.73,388.12,4083600
2006-07-27,387.37,387.49,377.95,382.4,5641100
2006-07-26,388.2,391.91,383,385.5,5531900
2006-07-25,385.02,391.31,383.8,389.36,5761100
2006-07-24,392.82,393.89,381.21,390.9,8086100
2006-07-21,386.14,391.75,377.69,390.11,11754600
2006-07-20,404.28,404.44,385.66,387.12,12538700
2006-07-19,395.01,401.14,394.66,399,8518500
2006-07-18,409.75,410.57,397.74,403.05,8536800
2006-07-17,404.63,411,403.72,407.89,5811900
2006-07-14,410.33,411.49,398.61,403.5,7552100
2006-07-13,414,418.34,406.83,408.83,6924500
2006-07-12,422.09,422.74,416.73,417.25,4906700
2006-07-11,418.51,425.05,413.03,424.56,5971300
2006-07-10,423.44,425.23,416.38,418.2,4436400
2006-07-07,426.05,427.89,415.88,420.45,6041900
2006-07-06,423.38,425.38,421.98,423.19,3687100
2006-07-05,421.52,422.8,415.64,421.46,4985600
2006-07-03,420.04,423.77,419.45,423.2,2156700
2006-06-30,415.6,419.33,412.33,419.33,6258000
2006-06-29,407.99,418.2,405.82,417.81,6658200
2006-06-28,404.01,406.48,401.13,406.11,3710500
2006-06-27,405.71,408,401.01,402.32,4107100
2006-06-26,406.75,408.3,403.25,404.22,3551200
2006-06-23,402.76,409.75,400.74,404.86,5314800
2006-06-22,401.58,406,388,399.95,5911900
2006-06-21,391.06,404,389.75,402.13,8744400
2006-06-20,388.03,391.87,386.51,387.17,4039900
2006-06-19,390.85,394.8,386.98,388.14,7633100
2006-06-16,389.1,390.93,388,390.7,5304600
2006-06-15,386.62,392.25,383,391,6785700
2006-06-14,389.83,391.1,378.52,384.39,7772000
2006-06-13,380.9,387,378.12,386.52,7659100
2006-06-12,388.34,390.49,381,381.54,5019100
2006-06-09,392.19,395.43,385.35,386.57,6157500
2006-06-08,387.75,394.27,378.59,393.3,10359500
2006-06-07,393.24,394.86,386.5,386.51,8911300
2006-06-06,376.58,390,376.3,389.99,10259800
2006-06-05,376.18,381.45,374.15,374.44,5558500
2006-06-02,386.84,387.08,377.45,379.44,6386400
2006-06-01,373.54,382.99,371.6,382.62,6278000
2006-05-31,373.8,378.25,366.78,371.82,7981300
2006-05-30,378.28,381,371.45,371.94,4316000
2006-05-26,384.55,385.88,380.03,381.35,3667000
2006-05-25,379.08,383,372.31,382.99,8194600
2006-05-24,377.35,383.44,371.61,381.25,9553800
2006-05-23,374.21,383.88,373.56,375.58,8983000
2006-05-22,367.85,373.03,365.25,370.95,8604400
2006-05-19,373.28,374.5,360.57,370.02,11398200
2006-05-18,378.78,381.81,370.71,370.99,5835000
2006-05-17,370.61,379.84,370.22,374.5,10643800
2006-05-16,375.99,376.86,369.89,371.3,6491100
2006-05-15,375.93,380.15,368.25,376.2,8590100
2006-05-12,383.54,384.87,373.55,374.13,10087600
2006-05-11,403.42,404.71,384.98,387,8892800
2006-05-10,408.31,411.71,401.86,402.98,6187200
2006-05-09,395.7,409,393.75,408.8,9140600
2006-05-08,395.11,397.12,390.05,394.78,5118600
2006-05-05,397.6,400.68,391.78,394.3,6065000
2006-05-04,395.03,398.87,392.21,394.75,4652000
2006-05-03,396.35,401.5,390.88,394.17,8072200
2006-05-02,401.08,402.49,388.4,394.8,13104300
2006-05-01,418.47,419.44,398.55,398.9,10361200
2006-04-28,418.63,425.73,416.3,417.94,7421300
2006-04-27,422.91,426.91,419.39,420.03,8337900
2006-04-26,427.74,430.04,423.53,425.97,7277800
2006-04-25,439.63,441.04,426,427.16,9569000
2006-04-24,439.4,444.7,436.52,440.5,8836400
2006-04-21,448.9,450.72,436.17,437.1,22551300
2006-04-20,411.01,416,408.2,415,12271500
2006-04-19,412.57,413.64,406.73,410.5,6781700
2006-04-18,407.93,409.83,401.5,404.24,8137600
2006-04-17,403.45,412.5,400.84,406.82,8259500
2006-04-13,408.63,409.76,400.5,402.16,6552900
2006-04-12,409,411.33,405.19,408.95,6017000
2006-04-11,416.42,419.1,406.22,409.66,11107200
2006-04-10,407.08,417.17,405.25,416.38,9320100
2006-04-07,412.41,412.85,404.02,406.16,7025900
2006-04-06,406.49,413.89,405.43,411.18,8598500
2006-04-05,408.2,414.57,402.82,407.99,13410500
2006-04-04,389.9,404.9,388.14,404.34,15715700
2006-04-03,389.53,392.47,387.93,389.7,8122700
2006-03-31,388.74,391.87,384.03,390,36521400
2006-03-30,389.19,393.5,383.61,388.44,14711700
2006-03-29,379.94,399,379.51,394.98,19027500
2006-03-28,371.71,377.86,371.17,377.2,8945800
2006-03-27,367.09,371.71,365,369.69,7023700
2006-03-24,368.62,370.09,362.51,365.8,15180600
2006-03-23,342.35,345.75,340.2,341.89,7434700
2006-03-22,339.75,344.1,337.5,340.22,7596000
2006-03-21,350.01,351.66,339.08,339.92,9831100
2006-03-20,342.34,350.09,341.54,348.19,10407600
2006-03-17,338.8,341.78,334.93,339.79,8551700
2006-03-16,348.61,348.75,337.9,338.77,10016700
2006-03-15,350.77,352.3,340.53,344.5,12768800
2006-03-14,337.14,352.37,332.62,351.16,18450700
2006-03-13,340.93,346.1,335.45,337.06,13642400
2006-03-10,343.5,344.5,331.55,337.5,19325600
2006-03-09,355.39,358.53,341.5,343,13910400
2006-03-08,353.93,360.03,350.54,353.88,11745600
2006-03-07,365.02,368.45,358.15,364.45,10378800
2006-03-06,380.91,383.4,367.14,368.1,8939700
2006-03-03,384.3,387.24,375.76,378.18,11962000
2006-03-02,364.28,381.1,362.2,376.45,18330300
2006-03-01,368.56,369.45,361.3,364.8,12061200
2006-02-28,393.2,397.54,338.51,362.62,39437600
2006-02-27,381.27,391.7,380.28,390.38,10212200
2006-02-24,377.3,380.07,373.49,377.4,6484300
2006-02-23,365.61,381.24,365.39,378.07,12551600
2006-02-22,367.15,368.95,363.86,365.49,6476200
2006-02-21,366.44,373.54,365.11,366.59,8686000
2006-02-17,369.86,372.14,363.62,368.75,14320200
2006-02-16,345.67,367,344.49,366.46,21315500
2006-02-15,341.27,346,337.83,342.38,12947000
2006-02-14,345.33,351.69,342.4,343.32,14654000
2006-02-13,346.64,350.6,341.89,345.7,19717800
2006-02-10,361.95,364.5,353.14,362.61,15223500
2006-02-09,371.2,374.4,356.11,358.77,11912400
2006-02-08,368.48,370.69,354.67,369.08,20804100
2006-02-07,382.99,383.7,363.35,367.92,16630200
2006-02-06,385.31,389.9,379.56,385.1,8940400
2006-02-03,393.62,393.9,372.57,381.55,18281800
2006-02-02,403.82,406.5,395.98,396.04,11807700
2006-02-01,389.03,402,387.52,401.78,27122500
2006-01-31,430.57,439.6,423.97,432.66,22066000
2006-01-30,429.23,433.28,425,426.82,8588900
2006-01-27,435,438.22,428.98,433.49,8452200
2006-01-26,439.54,439.99,423.56,434.27,12926100
2006-01-25,451.26,454.23,429.22,433,18739800
2006-01-24,436.03,444.95,434.48,443.03,15464600
2006-01-23,407.38,428.39,405.73,427.5,22741400
2006-01-20,438.7,440.03,394.74,399.46,41116700
2006-01-19,451.17,453.49,433,436.45,14537300
2006-01-18,447.3,457.36,443.25,444.91,20485700
2006-01-17,463.06,469.9,462.53,467.11,8270300
2006-01-13,464.31,466.89,461.61,466.25,7656600
2006-01-12,473.72,474.99,461.5,463.63,10125300
2006-01-11,471.27,475.11,469.18,471.63,9007400
2006-01-10,464.42,470.25,462.04,469.76,9097100
2006-01-09,466.41,473.4,460.94,466.9,12791900
2006-01-06,456.87,470.5,453.24,465.66,17756900
2006-01-05,446,451.55,441.5,451.24,10808300
2006-01-04,443.9,448.96,439.75,445.24,15286400
2006-01-03,422.52,435.67,418.22,435.23,13121200
2005-12-30,417.27,418.21,413.74,414.86,7587100
2005-12-29,427.98,428.73,419.17,420.15,6945800
2005-12-28,424.34,427.78,421.26,426.69,7117900
2005-12-27,431.86,431.86,422.76,424.64,6702800
2005-12-23,432.15,432.5,428.78,430.93,4595100
2005-12-22,431.77,432.86,425.93,432.04,7546600
2005-12-21,433.55,436.86,420.71,426.33,11221900
2005-12-20,427.86,432.2,424.67,429.74,10084700
2005-12-19,432.2,446.21,420.11,424.6,21936800
2005-12-16,425.34,432.5,422.75,430.15,16330500
2005-12-15,419.11,423.14,416.5,422.55,6045800
2005-12-14,417.04,419.73,415.49,418.96,6630400
2005-12-13,412.5,418,411.64,417.49,8157000
2005-12-12,414.63,415.21,409.95,412.61,6950100
2005-12-09,415,415.78,408.56,409.2,7643400
2005-12-08,405.3,410.65,402.64,410.65,8910100
2005-12-07,406.16,406.7,399.01,404.22,11665900
2005-12-06,408.7,416.41,401.7,404.54,15114700
2005-12-05,417,417.5,404.28,405.85,10289400
2005-12-02,416.94,419.53,413.86,417.7,7543500
2005-12-01,409.2,415.44,408.29,414.09,9744900
2005-11-30,404.26,408.45,395.56,404.91,15596600
2005-11-29,424.46,426.4,402.14,403.54,21495800
2005-11-28,429.82,431.24,422.44,423.48,11008400
2005-11-25,425.78,428.75,425.3,428.62,4840100
2005-11-23,417.04,424.72,415.78,422.86,10085000
2005-11-22,408.65,417.31,406.23,416.47,9596000
2005-11-21,399.17,409.98,393.49,409.36,10335100
2005-11-18,403.49,404.5,399.85,400.21,7025700
2005-11-17,401.8,403.81,399.53,403.45,9212200
2005-11-16,396.2,398.85,394.11,398.15,8695200
2005-11-15,394.38,397,390.95,392.8,8624900
2005-11-14,392.12,398.22,391.53,396.97,7807900
2005-11-11,395.12,396.9,388.85,390.4,7063900
2005-11-10,378.36,391.35,377.43,391.1,9128700
